Symbol	Description
E20Y.L	Ishares IV Plc
E2300.L	FTSE Eurofirst Construct
E2700.L	FTSE Eurofirst Industria
E3300.L	FTSE Eurofirst Automobil
E3500.L	FTSE Eurofirst Food & BE
E3700.L	FTSE Eurofirst Personal
E3X.L	FTSE Eurofirst 300
E3X0001.L	FTSE Efst300 Oil & Gas
E3X0530.L	FTSE Efst300 Oil & Gas P
E3X0570.L	FTSE Efst300 Oil Equip.
E3X0580.L	Ftseurofirst 300 Alterna
E3X1000.L	FTSE Efst300 Basic Mater
E3X1350.L	FTSE Efst300 Chemicals
E3X1730.L	FTSE Efst300 Forestry &
E3X1750.L	FTSE Efst300 Industrial
E3X1770.L	FTSE Efst300 Mining
E3X2000.L	FTSE Efst300 Industrials
E3X2350.L	FTSE Efst300 Constructio
E3X2710.L	FTSE Efst300 Aerospace &
E3X2720.L	FTSE Efst300 General Ind
E3X2730.L	FTSE Efst300 Electronic&
E3X2750.L	FTSE Efst300 Industrial
E3X2770.L	FTSE Efst300 Industrial
E3X2790.L	FTSE Efst300 Support Ser
E3X3000.L	FTSE Efst300 Consumer Go
E3X3350.L	FTSE Efst300 Automobiles
E3X3530.L	FTSE Efst300 Beverages
E3X3570.L	FTSE Efst300 Food Produc
E3X3720.L	FTSE Efst300 Household G
E3X3760.L	FTSE Efst300 Personal Go
E3X3780.L	FTSE Efst300 Tobacco
E3X4000.L	FTSE Efst300 Health Care
E3X4530.L	FTSE Efst300 Health Care
E3X4570.L	FTSE Efst300 Pharmaceuti
E3X5000.L	FTSE Efst300 Consumer Se
E3X5330.L	FTSE Efst300 Food & Drug
E3X5370.L	FTSE Efst300 General Ret
E3X5550.L	FTSE Efst300 Media
E3X5750.L	FTSE Efst300 Travel & Le
E3X6000.L	FTSE Efst300 Telecommuni
E3X6530.L	FTSE Efst300 Fixed Line
E3X6570.L	FTSE Efst300 Mobile Tele
E3X7000.L	FTSE Efst300 Utilities
E3X7530.L	FTSE Efst300 Electricity
E3X7570.L	FTSE Efst300 Gas Water &
E3X8000.L	FTSE Efst300 Financials
E3X8350.L	FTSE Efst300 Banks
E3X8530.L	FTSE Efst300 Nonlife Ins
E3X8570.L	FTSE Efst300 Life Insura
E3X8630.L	Ftseurofirst 300 Real Estate Investment
E3X8670.L	FTSE Eurofirst 300 Real
E3X8770.L	FTSE Efst300 General Fin
E3X9000.L	FTSE Efst300 Technology
E3X9530.L	FTSE Efst300 Software&Co
E3X9570.L	FTSE Efst300 Technology
E4500.L	FTSE Eurofirst Health CA
E5300.L	FTSE Eurofirst Retail
E5500.L	FTSE Eurofirst Media
E5700.L	FTSE Eurofirst Travel &
E6500.L	FTSE Eurofirst Telecommu
E7500.L	FTSE Eurofirst Utilities
E8300.L	FTSE Eurofirst Banks
E8500.L	FTSE Eurofirst Insurance
E8600.L	FTSE Eurofirst Supersect
E8700.L	FTSE Eurofirst Financial
E9500.L	FTSE Eurofirst Technolog
EAH.L	Eco Animal Health Group Plc
EAT.L	European Assets Trust Nv
EB0500.L	FTSE Eurofirst Euro Oil
EB1300.L	FTSE Eurofirst Euro Chem
EB1700.L	FTSE Eurofirst Euro Basi
EB1X.L	FTSE Euro 100
EB2300.L	FTSE Eurofirst Euro Cons
EB2700.L	FTSE Eurofirst Euro Indu
EB3300.L	FTSE Eurofirst Euro Auto
EB3500.L	FTSE Eurofirst Euro Food
EB3700.L	FTSE Eurofirst Euro Pers
EB4500.L	FTSE Eurofirst Euro Heal
EB5300.L	FTSE Eurofirst Euro Reta
EB5500.L	FTSE Eurofirst Euro Medi
EB5700.L	FTSE Eurofirst Euro Trav
EB6500.L	FTSE Eurofirst Euro Tele
EB7500.L	FTSE Eurofirst Euro Util
EB8300.L	FTSE Eurofirst Euro Bank
EB8500.L	FTSE Eurofirst Euro Insu
EB8600.L	FTSE Eurofirst Eurozone
EB8700.L	FTSE Eurofirst Euro Fina
EB9500.L	FTSE Eurofirst Euro Tech
EBGOV01.L	FTSE All Eurozone Govern
EBGOV03.L	FTSE All Eurozone Govern
EBGOV05.L	FTSE All Eurozone Govern
EBGOV07.L	FTSE All Eurozone Govern
EBGOV10.L	FTSE All Eurozone Govern
EBGOV30.L	FTSE All Eurozone Govern
EBOX.L	Tritax Eurobox Plc
EBQ.L	Ebiquity Plc
EBW2.L	Bmw Finance N.V.
ECEL.L	Eurocell Plc
ECHO.L	Echo Energy Plc
ECK.L	Eckoh Plc
ECM.L	Electrocomponents Plc
ECO.L	Eco [Atlantic] Oil & Gas Ltd
ECOG.L	Go Ucits ETF Solutions Plc
ECOM.L	Go Ucits ETF Solutions Plc
ECOW.L	Pacer Emerging Markets Cash Cows 100 Ind
ECR.L	Ecr Minerals Plc
ECSC.L	Ecsc Group Plc
EDEN.L	Eden Research Plc
EDF1.L	Electricite De France Sa
EDHAPAC.L	FTSE Edhec Risk Asia/Pacific
EDHAPXJ.L	FTSE Edhec Risk Asia/Pacific Ex JP
EDHAW.L	FTSE Edhec Risk All World
EDHAWXUK.L	FTSE Edhec Risk All Ex UK
EDHAWXUS.L	FTSE Edhec Risk All Ex US
EDHDAXJ.L	FTSE Edhec-Risk Efficient Developed Asia
EDHDEUR.L	FTSE Edhec Risk Dvlp EUR
EDHDEUXU.L	FTSE Edhec Risk Dvlp EUR Ex UK
EDHDEV.L	FTSE Edhec Risk Dvlp
EDHDXJ.L	FTSE Edhec Risk Eff Dev Japan
EDHDXUS.L	FTSE Edhec-Risk Efficien
EDHEBLOC.L	FTSE Edhec-Risk Efficient Eurobloc Index
EDHEMER.L	FTSE Edhec Risk Emerging
EDHJPN.L	FTSE Edhec Efficient Japan
EDHUK.L	FTSE Edhec Risk UK
EDHUSA.L	FTSE Edhec Risk US
EDIN.L	Edinburgh Investment Trust Plc
EDL.L	Edenville Energy Plc
EDR.L	Egdon Resources Plc
EDV.L	Elderstreet Vct Plc
EDVD.L	SSGA SPDR ETFS Europe I Plc
EEI.L	Wisdomtree Issuer Plc
EEI1.L	European Investment Bank
EEIE.L	Wisdomtree Issuer Plc
EEMB.L	Ishares II Plc
EESG.L	Multi Units Luxembourg
EEUI.L	FTSE Epra/Nareit Developed EMEA Index
EEXF.L	Ishares III Plc
EF80.L	FTSE Eurofirst 80
EFC1.L	FTSE Eurofirst 100
EFGD.L	Efg-Hermes Holding S.A.E
EFID.L	Edita Food Industries S.
EFIS.L	Source Markets Public Li
EFIW.L	Source Markets Public Li
EFM.L	Edinburgh Dragon Trust Plc
EFRN.L	Ishares II Plc
EGAS.L	Epra Asia Index [Eur]
EGIL.L	Ishares III Plc
EGL.L	Ecofin Global Utilities and Infrastructu
EGLN.L	Ishares Physical Metals Plc
EGNA.L	Epra North America Index
EGRA.L	Wisdomtree Issuer Plc
EGRG.L	Wisdomtree Issuer Plc
EGRP.L	Wisdomtree Issuer Plc
EGRW.L	Wisdomtree Issuer Plc
EGXU.L	Epra/Nareit Global [Ex Us] Index
EHEF.L	Fundlogic Alternatives Plc
EHG.L	Elegant Hotels Group Plc
EIG.L	Ei Group Plc
EIMI.L	Ishares Plc
EIMU.L	Ishares Plc
EJFI.L	Ejf Investments Ltd
EJFZ.L	Ejf Investments Ltd
EKF.L	Ekf Diagnostics Holdings Plc
EKT.L	Elektron Technology Plc
ELA.L	Eland Oil & Gas Plc
ELAU.L	Epra Australia Index
ELCO.L	Eleco Plc
ELHK.L	Epra Hong Kong Index
ELJP.L	Epra Japan Index
ELLA.L	Ecclesiastical Insurance Office Plc
ELLE.L	Lyxor Index Fund
ELM.L	Elementis Plc
ELOV.L	UBS ETF
ELOW.L	SSGA SPDR ETFS Europe II
ELSA.L	Societatea Comerciala De
ELTA.L	Electra Private Equity Plc
ELUK.L	Epra UK Index
ELUKNUK.L	FTSE Epra/Nareit UK Net
ELV2.L	Lvmh Moet Hennessy Louis Vuitton Se
ELX.L	El Oro Ltd
EMAD.L	SSGA SPDR ETFS Europe I Plc
EMAN.L	Everyman Media Group Plc
EMAS.L	SSGA SPDR ETFS Europe I Plc
EMBE.L	Ishares Vi Plc [The Comp
EMCA.L	Ishares V Public Limited Company
EMCO.L	SSGA SPDR ETFS Europe I
EMCP.L	Ishares V Public Limited Company
EMCR.L	Ishares V Public Limited Company
EMDD.L	SSGA SPDR ETFS Europe I Plc
EMDL.L	SSGA SPDR ETFS Europe I Plc
EMDV.L	SSGA SPDR ETFS Europe I Plc
EME.L	Empyrean Energy Plc
EMES.L	Ishares II Plc
EMG.L	Man Group Plc
EMGA.L	Ishares III Plc
EMGB.L	Vaneck Vectors Ucits ETFS Plc
EMH.L	European Metals Holdings Limited
EMH5.L	SSGA SPDR ETFS Europe II
EMHD.L	Powershares Glbal Funds Ireland Plc
EMHF.L	Fundlogic Alternatives Plc
EMHG.L	Ishares II Plc
EMID.L	Ishares Vi Plc
EMIL.L	SSGA SPDR ETFS Europe I
EMIM.L	Ishares Plc
EMIN.L	SSGA SPDR ETFS Europe I
EMIS.L	Emis Group Plc
EML.L	Emmerson Plc
EMLB.L	Pimco Fixed Income Source ETFS Plc
EMLC.L	Vaneck Vectors Ucits ETFS Plc
EMLI.L	Pimco Fixed Income Sourc
EMLO.L	UBS ETF
EMLP.L	Pimco Fixed Income Sourc
EMMV.L	Ishares Vi Plc [The Comp
EMQP.L	Hanetf Icav
EMQVYC.L	FTSE Emerging Qual / Vol / Yield Factor
EMR.L	Empresaria Group Plc
EMRD.L	SSGA SPDR ETFS Europe I Plc
EMRG.L	SSGA SPDR ETFS Europe I Plc
EMSA.L	Ishares II Plc
EMSD.L	SSGA SPDR ETFS Europe I Plc
EMSM.L	SSGA SPDR ETFS Europe I Plc
EMUE.L	SSGA SPDR ETFS Europe I
EMUL.L	Ishares IV Plc
EMUM.L	Ishares IV Plc
EMUU.L	Ishares Vii Plc
EMV.L	Ishares Vi Plc [The Comp
EMVL.L	Ishares IV Plc
ENA3.L	FTSE Epra/Nareit Asia 33
ENAD.L	Epra/Nareit Asia Index [Us Version]
ENDEM.L	FTSE Epra/Nareit Developed Ex Mea Index
ENDP.L	FTSE Epra Europe Ex UK Dividend +
ENEA.L	FTSE Epra/Nareit Emer Asia Pac Index
ENEE.L	FTSE Epra/Nareit Europe Non-Reit
ENEI.L	FTSE Epra/Nareit Emerging Index
ENEL.L	FTSE Epra/Nareit Emer Americas Index
ENEM.L	FTSE Epra/Nareit Emerging EMEA Index
ENET.L	Ethernity Networks Ltd
ENEU.L	FTSE Epra/Nareit Emerging Europe Index
ENFX.L	ETFS Foreign Exchange Li
ENGD.L	Epra/Nareit Global Index
ENGI.L	Energiser Investments Plc
ENGL.L	Epra Global Index
ENGY.L	SSGA SPDR ETFS Europe II
ENHA.L	FTSE Epra/Nareit Americas Index
ENHE.L	FTSE Epra/Nareit Global Ex US Index
ENHG.L	FTSE Epra/Nareit Global Index
ENHM.L	FTSE Epra/Nareit Middle East and Africa
ENHN.L	FTSE Epra/Nareit EMEA Index
ENHP.L	FTSE Epra/Nareit Asia Pacific Index
ENHU.L	FTSE Epra/Nareit Europe Index
ENME.L	FTSE Epra/Nareit Emer M East&Africa Idx
ENOG.L	Energean Oil & Gas Plc
ENQ.L	Enquest Plc
ENQ1.L	Enquest Plc
ENRU.L	UBS Ag
ENUD.L	Epra/Nareit US Index
ENXGUS.L	FTSE Epra/Nareit Global
EO100.L	FTSE Env Opportunities 1
EOAIM.L	FTSE Evm Opport Aim Index
EOAP.L	FTSE Evm Opport Asia Pac Index
EOAS.L	FTSE Env Opp All-Shares Idx
EOAX.L	FTSE Evm Opport Asia Pac Ex-Japan Index
EOEE.L	FTSE Env Opp Energy Eff Idx
EOEE50.L	FTSE Env Opp Energy Eff
EOEU.L	FTSE Evm Opport Europe Index
EOG.L	Europa Oil & Gas [Holdings] Plc
EOJP.L	FTSE Evm Opportjapan Index
EORE.L	FTSE Env Opp Re+Alt Energy Eff Idx
EORE50.L	FTSE Env Opp Re+Alt Ener
EOUK.L	FTSE Evm Opport UK Index
EOUS.L	FTSE Evm Opport US Index
EOWP.L	FTSE Env Opp Waste+Pollution Control Idx
EOWP30.L	FTSE Env Opp Waste+Pollu
EOWR.L	FTSE Env Opp Water Tech Index
EOWR30.L	FTSE Env Opp Water Tech
EPAXJRJN.L	FTSE Epra/Nareit Asia Ex Japan Reits 10%
EPAXJRSN.L	FTSE Epra/Nareit Asia Ex Japan Reits 10%
EPAXJRUN.L	FTSE Epra/Nareit Asia Ex Japan Reits 10%
EPDEU.L	FTSE Epra/Nareit Developed Eurozone Inde
EPEU.L	Epra Euro Zone Index
EPG.L	Ep Global Opportunities Trust Plc
EPGR.L	FTSE Epra/Nareit Germany Index
EPHG.L	Epra Europe [Uk Restricted] Index
EPIC.L	Ediston Property Investm
EPIE.L	Wisdomtree Issuer Plc
EPIQ.L	Wisdomtree Issuer Plc
EPO.L	Earthport Plc
EPRA.L	Epra Europe Index
EPRE.L	Amundi ETF
EPWN.L	Epwin Group Plc
EPXAJNS.L	FTSE Epra/Nareit Asia Pacific Ex Austral
EPXAJNSN.L	FTSE Epra/Nareit Asia Pacific Ex Austral
EQDS.L	Ishares II Plc
EQDV.L	Ishares II Plc
EQGB.L	Powershares Glbal Funds Ireland Plc
EQN.L	Equiniti Group Plc
EQQQ.L	Powershares Glbal Funds Ireland Plc
EQQU.L	Powershares Glbal Funds
EQT.L	Eqtec Plc
EREE.L	FTSE Epra/Nareit Europe REIT
ERGO.L	Ergomed Plc
ERIS.L	Erris Resources Plc
ERM.L	Euromoney Institutional Investor Plc
ERN1.L	Ishares IV Plc
ERNA.L	Ishares IV Plc
ERND.L	Ishares IV Plc
ERNE.L	Ishares IV Plc
ERNS.L	Ishares IV Plc
ERNU.L	Ishares IV Plc
ERO.L	SSGA SPDR ETFS Europe II
ERO1.L	Eros International Plc
ES15.L	Ishares Plc
ESC.L	Escape Hunt Plc
ESG.L	Eservglobal Limited
ESG6.L	Assicurazioni Generali Spa
ESGOV01.L	FTSE Spain Government To
ESL.L	Eddie Stobart Logistics Plc
ESNT.L	Essentra Plc
ESO.L	Epe Special Opportunities Plc
ESP.L	Empiric Student Property
ESRE.L	Sirius Real Estate Ld
ESUR.L	Esure Group Plc
ET.L	Establishment Investment Trust
ET100.L	FTSE Et100
ET50.L	FTSE Et50 Index
ETLN.L	Etalon Group Limited
ETO.L	Entertainment One Limited
ETX.L	E-Therapeutics Plc
EU13.L	SSGA SPDR ETFS Europe I
EU35.L	SSGA SPDR ETFS Europe II
EU5L.L	Sg Issuer
EUA.L	Eurasia Mining Plc
EUAG.L	SSGA SPDR ETFS Europe I
EUCF.L	Ishares Vi Plc [The Comp
EUCO.L	SSGA SPDR ETFS Europe I
EUDI.L	SSGA SPDR ETFS Europe I Plc
EUDV.L	SSGA SPDR ETFS Europe I Plc
EUE.L	Ishares II Plc
EUHD.L	Powershares Glbal Funds Ireland Plc
EUMD.L	Ishares Vi Plc
EUMV.L	Ossiam Lux
EUN.L	Ishares II Plc
EUP3.L	ETFS Foreign Exchange Li
EUP5.L	ETFS Foreign Exchange Limited
EURCORPA.L	
EURE.L	SSGA SPDR ETFS Europe I
EURL.L	SSGA SPDR ETFS Europe I
EURO.L	SSGA SPDR ETFS Europe I
EUSC.L	SSGA SPDR ETFS Europe II
EUSP.L	EU Supply Plc
EUT.L	The European Investment Trust Plc
EUXS.L	Ishares Plc
EUZ.L	Europa Metals Ltd
EVE.L	Eve Sleep Plc
EVG.L	Evgen Pharma Plc
EVR.L	Evraz Plc
EVRH.L	Evr Holdings Plc
EWI.L	Edinburgh Worldwide Investment Trust Plc
EXFN.L	Ishares II Plc
EXI.L	Exillon Energy Plc
EXPN.L	Experian Plc
EYE.L	Eagle Eye Solutions Grou
EZH.L	Easyhotel Plc
EZJ.L	Easyjet Plc
EZXU.L	Source Markets Public Li
F4GAS.L	Ftse4Goodaseanind
F4GEM.L	Ftse4Goodemergind
F4GLA.L	Ftse4Goodemlatamind
F4GTTE.L	Ftse4Good Tip Taiwan ESG Index
FAB.L	Fusion Antibodies Plc
FAGB.L	Powershares Glbal Funds Ireland Plc
FAGR.L	ETFS Commodity Securities Limited
FAHY.L	Powershares Glbal Funds Ireland Plc
FAIR.L	Fair Oaks Income Fund Li
FAN.L	Volution Group Plc
FARN.L	Faron Pharmaceuticals Oy
FAS.L	Fidelity Asian Values Plc
FASS.L	Fidelity Asian Values Plc
FAUSA.L	FTSE Asfa Australia All-Share Index
FAUSLC.L	FTSE Asfa Australia Large Cap 50 Index
FAUSLMC.L	FTSE Asfa Australia 200 Index
FAUSMC.L	FTSE Asfa Australia Mid Cap 150 Index
FAUSO.L	FTSE Asfa Australia 100 Index
FAUSSC.L	FTSE Asfa Australia Small Cap Index
FAUST.L	FTSE Asfa Australia 300 Index
FAUSX.L	FTSE Asfa Australia All-Share Ex 100 Ind
FAXUCPF.L	FTSE All-World Ex US Comprehensive Facto
FAXUCPFN.L	FTSE All-World Ex US Comprehensive Facto
FB2.L	Leverage Shares Public Limited Company
FBBRC.L	FTSE Beyond Brics Index
FBBRCN.L	FTSE Beyond Brics Net of
FBRIC.L	FTSE BRIC 50 Index
FBRIC50.L	FTSE RAFI BRIC Index
FBRT.L	ETFS Commodity Securities Limited
FBT.L	Forbidden Technologies Plc
FCAH50.L	FTSE China A-H 50 Index
FCAP.L	Finncap Group Plc
FCCN.L	French Connection Group Plc
FCH.L	Funding Circle Holdings Plc
FCIF.L	Funding Circle Sme Income Fund Limited
FCIT.L	F&C Investment Trust Plc
FCNACL2X.L	FTSE N Share 2X Daily Leverage Index
FCNACL3X.L	FTSE N Share 3X Daily Leverage Index
FCNACS1X.L	FTSE N Share Daily Short Index
FCNACS2X.L	FTSE N Share 2X Daily Short Index
FCNACS3X.L	FTSE N Share 3X Daily Short Index
FCNBCA.L	
FCNBCG.L	
FCPT.L	F&C Commercial Property Trust Limited
FCRE.L	F&C UK Real Estate Inves
FCRM.L	Fulcrum Utility Services Ld
FCRU.L	ETFS Commodity Securities Limited
FCSE.L	FTSE CSE Morocco 15 Index
FCSELIQ.L	FTSE CSE Morocco All-Liquid Index
FCSS.L	Fidelity China Special Situations Plc
FDAPQVY5.L	FTSE Developed Asia Pacific Qual/Vol/Yie
FDBK.L	Feedback Plc
FDECICN.L	FTSE Developed Europe Core Infrastructur
FDEFQVY5.L	FTSE Developed Europe Qual/Vol/Yield 5%
FDESMTP.L	FTSE Developed Europe Nothing
FDEUCPF.L	FTSE Developed Europe Comprehensive Fact
FDEUCPFN.L	FTSE Developed Europe Comprehensive Fact
FDEV.L	Frontier Developments Pl
FDI.L	Firestone Diamonds Plc
FDIC50.L	FTSE Divest-Invest China A50 Index
FDL.L	Findel Plc
FDM.L	Fdm Group [Holdings] Plc
FDN.L	First Trust Global Funds Public Limited
FDNU.L	First Trust Global Funds Public Limited
FDP.L	First Derivatives Plc
FDXUCPFR.L	FTSE Developed Ex US Comprehensive Facto
FDXULBR.L	FTSE Developed Ex US Low Beta Equal Weig
FDXUMCRF.L	FTSE Developed Ex US Country Relative Mo
FDXUMCRN.L	FTSE Developed Ex US Country Relative Fa
FDXUVCRF.L	FTSE Developed Ex US Country Relative Vo
FDXUVCRN.L	FTSE Developed Ex US Country Relative Vo
FECPFR.L	FTSE Emerging Comprehensive Factor Net T
FEDF.L	Multi Units Luxembourg
FEDG.L	Multi Units Luxembourg
FEDS.L	Federal Bank Limited [Th
FEES.L	Jsc Federal Grid Company
FEET.L	Fundsmith Emerging Equit
FEM.L	First Trust Global Funds
FEMCRF.L	FTSE Emerging Country Relative Momentum
FEMCRN.L	FTSE Emerging Country Relative Momentum
FEMQ.L	Fidelity Ucits Icav
FEMU.L	First Trust Global Funds
FEN.L	Frenkel Topping Group Plc
FEQD.L	Fidelity Ucits Icav
FEQP.L	Fidelity Ucits Icav
FERG.L	Ferguson Plc
FEUD.L	First Trust Global Funds Public Limited
FEUZ.L	First Trust Global Funds
FEV.L	Fidelity European Values Plc
FEVCRF.L	FTSE Emerging Country Relative Volatilit
FEVCRN.L	FTSE Emerging Country Relative Volatilit
FEVR.L	Fevertree Drinks Plc
FEX.L	First Trust Global Funds
FEXD.L	First Trust Global Funds
FEXU.L	First Trust Global Funds
FF50.L	FTSE Frontier 50 Index
FFI.L	Ffi Holdings Plc
FFRSMTP.L	FTSE Nothing Index
FFWD.L	Fastforward Innovations Limited
FFX.L	Fairfx Group Plc
FGBL.L	First Trust Global Funds
FGCACXUR.L	FTSE Global All Cap Ex USA Choice Net Ta
FGCDXAUN.L	FTSE Dvlpd Ex Aus Ex Non-Rnwble Enrgy/Vi
FGCHN150.L	FTSE Greaterchin150
FGCUSACN.L	FTSE USA All Cap Choice Net Tax Index
FGP.L	Firstgroup Plc
FGQD.L	Fidelity Ucits Icav
FGQI.L	Fidelity Ucits Icav
FGQP.L	Fidelity Ucits Icav
FGT.L	Finsbury Growth & Income Trust Plc
FIF.L	Finsbury Food Group Plc
FIGOV01.L	FTSE Finland Government
FIH.L	Fih Group Plc
FING.L	Multi Units Luxembourg
FINW.L	Multi Units Luxembourg
FIPP.L	Frontier Ip Group Plc
FISAUACU.L	FTSE Saudi Arabia All Cap Index
FISAULMU.L	FTSE Saudi Arabia Index
FITSMTP.L	FTSE Nothing Index
FIVE.L	X5 Retail Group N.V
FJACPF.L	FTSE Japan Comprehensive Factor Index
FJACPFN.L	FTSE Japan Comprehensive Factor Net Tax
FJET.L	Fastjet Plc
FJP.L	First Trust Global Funds
FJPU.L	First Trust Global Funds Public Limited
FJV.L	Fidelity Japanese Values Plc
FKE.L	Fiske Plc
FKU.L	First Trust Global Funds
FLEQ.L	Franklin Libertyshares Icav
FLK.L	Fletcher King Plc
FLKS.L	FTSE Lujain Kuwait Shariah Index
FLKW.L	FTSE Lujain Kuwait Index
FLO.L	Flowtech Fluidpower Plc
FLO5.L	Ishares II Plc
FLOA.L	Ishares II Plc
FLOE.L	Ishares II Plc
FLOS.L	Ishares II Plc
FLOT.L	Ishares II Plc
FLQA.L	Franklin Libertyshares Icav
FLQL1.L	Libertyq US Large Cap Equity Index
FLQM1.L	Libertyq US Mid Cap Equity Index
FLQS1.L	Libertyq US Scall Cap Equity Index
FLTA.L	Filta Group Holdings Plc
FLUC.L	Franklin Libertyshares Icav
FLX.L	Falanx Group Limited
FLXE.L	Franklin Libertyshares Icav
FLXU.L	Franklin Libertyshares Icav
FLXX.L	Franklin Libertyshares Icav
FLYB.L	Flybe Group Plc
FMIBI1.L	FTSE MIB Short Strategy
FMIBI1X.L	FTSE MIB Daily Short Str
FMIBI2.L	FTSE MIB Daily Super Sho
FMIBI2X.L	FTSE MIB Daily Super Sho
FMIBI3X.L	FTSE MIB Daily Ultra Sho
FMIBI5X.L	FTSE MIB Gross TR Index
FMIBL2.L	FTSE MIB Daily Leveraged
FMIBL2X.L	FTSE MIB Daily Leveraged
FMIBL3X.L	FTSE MIB Daily Super Lev
FMIBL4X.L	FTSE MIB Daily Ultra Lev
FMIBL5X.L	FTSE MIB TR Index
FN10.L	FTSE Nareit Equity Diver
FN1000.L	FTSE Nareit Equity Data Centers
FN11.L	FTSE Nareit Equity Healt
FN12.L	FTSE Nareit Equity Self
FN13C.L	FTSE Nareit Industrial/O
FN14.L	FTSE Nareit Equity Indus
FN15.L	FTSE Nareit Equity Offic
FN17.L	FTSE Nareit Equity Resid
FN17C.L	FTSE Nareit All Resident
FN18.L	FTSE Nareit Equity Apart
FN19.L	FTSE Nareit Equity Manuf
FN191.L	FTSE Nareit Equity Single Family Hom
FN20.L	FTSE Nareit Equity Retai
FN20C.L	FTSE Nareit Retail Cappe
FN21.L	FTSE Nareit Equity Shopp
FN22.L	FTSE Nareit Equity Regio
FN23.L	FTSE Nareit Equity Free
FN24.L	FTSE Nareit Equity Lodgi
FN26.L	FTSE Nareit Timber
FN28.L	FTSE Nareit Infrastructu
FN42.L	FTSE Nareit Mortgage Hom
FN43.L	FTSE Nareit Mortgage Com
FNAR.L	FTSE Nareit All Reits
FNCL.L	SSGA SPDR ETFS Europe II
FNCO.L	FTSE Nareit Composite
FNER.L	FTSE Nareit Equity Reits
FNKEN1.L	FTSE Nse Kenya 15 Index
FNKEN2.L	FTSE Nse Kenya 25 Index
FNMIXQV5.L	FTSE 350 Ex Investment Trusts Qual/Vol/Y
FNMR.L	FTSE Nareit Mortgage Reits
FNMRC.L	FTSE Nareit All Mortgage Capped Index
FNMRNT.L	FTSE Nareit Mortgage Reits Twd Net Tax I
FNMRNU.L	FTSE Nareit Mortgage Reits USD Net Tax I
FNR5.L	FTSE Nareit Real Estate
FNRE.L	FTSE Nareit Equity
FOG.L	Falcon Oil & Gas Ltd
FOOT.L	Footasylum Plc
FORT.L	Forterra Plc
FOUR.L	4Imprint Group Plc
FOX.L	Fox Marble Holdings Plc
FOXT.L	Foxtons Group Plc
FP.L	Friends Provident
FPM.L	Faroe Petroleum Plc
FPO.L	First Property Group Plc
FPX.L	First Trust Global Funds
FQCAACY.L	FTSE China A All Cap Ind
FQCAN.L	FTSE China A Net Tax Ind
FQCANU.L	FTSE China A Net Tax USD Index
FQCAY.L	FTSE China A Index
FQE.L	FTSE Emerging R/Qfii Ind
FQEAC.L	FTSE Emerging All Cap R/
FQEACN.L	FTSE Emerging All Cap R/
FQEACR.L	FTSE Emerging All Cap R/
FQECONQ.L	FTSE Emerging Incl China
FQECOQ.L	FTSE Emerging Incl China
FQEN.L	FTSE Emerging R/Qfii Net
FR10.L	FTSE RAFI 1000 Index
FR10N.L	FTSE RAFI US 1000 Net In
FR10Q.L	FTSE RAFI US 1000 Index
FR10QN.L	FTSE RAFI US 1000 Net In
FR15.L	FTSE RAFI US 1500 Index
FR15N.L	FTSE RAFI US 1500 MS Ind
FR15Q.L	FTSE RAFI US 1500 Mid Sm
FR15QN.L	FTSE RAFI US 1500 Mid Sm
FR30Q.L	FTSE RAFI US 3000 Index
FRAN.L	Franchise Brands Plc
FRAPXJQN.L	FTSE RAFI Asia Pacific E
FRAU200.L	FTSE RAFI Australia 200
FRAW3.L	FTSE RAFI All-World 3000
FRAW3Q.L	FTSE RAFI All World 3000
FRAWLVNU.L	FTSE RAFI All-World Low
FRAWLVQU.L	FTSE RAFI All-World Low
FRBR5.L	FTSE RAFI Brazil 50 Inde
FRCAN.L	FTSE RAFI Canada Index
FRCANQ.L	FTSE RAFI Canada Index -
FRCHEN.L	FTSE RAFI Switzerland Index
FRD.L	FTSE RAFI Dev 1000 Idx
FRDAPXJ.L	FTSE RAFI Dev Asia/Pac Ex Japan
FRDAPXJN.L	FTSE RAFI Dev Asia Pacific Ex Jap Net In
FRDAPXJQ.L	FTSE RAFI Developed Asia
FRDELVN.L	FTSE RAFI Developed Euro
FRDELVNU.L	FTSE RAFI Developed Low
FRDELVQ.L	FTSE RAFI Developed Euro
FRDELVQU.L	FTSE RAFI Developed Low
FRDQ.L	FTSE RAFI Developed 1000
FREIAWN.L	FTSE RAFI All-World Equi
FREIDEN.L	FTSE RAFI Developed Euro
FREIDXU.L	FTSE RAFI Dev Xusei
FREIDXUN.L	FTSE RAFI Equity Income Developed Ex US
FREIEM.L	FTSE RAFI EM Eq Inc
FREIEMN.L	FTSE RAFI Emerging Equit
FREIUKN.L	FTSE RAFI UK Equity Inco
FREIUSA.L	FTSE RAFI US Eq Inc
FREIUSAN.L	FTSE RAFI US Equity Inco
FREM.L	FTSE RAFI Emerging Index
FREMLVNU.L	FTSE RAFI USD Emerging L
FREMLVQU.L	FTSE RAFI Emerging Low V
FREMN.L	FTSE RAFI Emer Nt Index
FREMQ.L	FTSE RAFI Emerging Index
FREMQN.L	FTSE RAFI Emerging Net I
FRES.L	Fresnillo Plc
FREU.L	FTSE Europe Index
FREUQ.L	FTSE RAFI Europe Index -
FREZ.L	FTSE RAFI Eurozone Index
